Year,NPI,NPPES Provider Last Name,NPPES Provider First Name,NPPES Provider ZIP Code,City,County,NPPES Provider State,Specialty Description,Total Claim Count,Opioid Claim Count,Opioid Prescribing Rate,Extended-Release Opioid Claims,Extended-Release Opioid Prescribing Rate
2015,1679510614,BROWN,TERRY,84104,Salt Lake City,Salt Lake,UT,General Practice,22,,,,
2015,1033135504,PEARSON,GREGORY,84105,Salt Lake City,Salt Lake,UT,Dentist,22,0,0,,
2016,1194275578,CREEK,RYAN,84106,Salt Lake City,Salt Lake,UT,Physician Assistant,22,19,0.8636,,
2016,1528158110,CROUSE,DANNY,84106,Salt Lake City,Salt Lake,UT,Physician Assistant,22,0,0,0,
2016,1396767745,HUNT,SCOTT,84107,Salt Lake City,Salt Lake,UT,Physician Assistant,22,0,0,0,
2016,1609996487,CLAYTON,JOHN,84107,Salt Lake City,Salt Lake,UT,Plastic and Reconstructive Surgery,22,,,0,
2016,1760791966,KAY,ANNIKA,84107,Salt Lake City,Salt Lake,UT,Physician Assistant,22,12,0.5455,0,0
2016,1801011499,THOMPSON,SALLY,84107,Salt Lake City,Salt Lake,UT,Ophthalmology,22,,,0,
2016,1891764965,MASON,STEVE,84107,Salt Lake City,Salt Lake,UT,Physician Assistant,22,0,0,0,
2016,1982627758,WEED,THOMAS,84107,Salt Lake City,Salt Lake,UT,Emergency Medicine,22,,,0,
2015,1447215173,JACKSON,STEVEN,84107,Salt Lake City,Salt Lake,UT,Ophthalmology,22,0,0,,
2015,1609070580,KEITER,JOHN,84107,Salt Lake City,Salt Lake,UT,Plastic Surgery,22,,,,
2016,1568552164,GREIS,PATRICK,84108,Salt Lake City,Salt Lake,UT,Sports Medicine,22,,,0,
2015,1326298035,MCLACHLAN,ADAM,84109,Salt Lake City,Salt Lake,UT,Dentist,22,,,,
2016,1356426829,VANDERHOOFT,SHERYLL,84112,Salt Lake City,Salt Lake,UT,Dermatology,22,0,0,0,
2016,1386724292,HITCHCOCK,YING,84112,Salt Lake City,Salt Lake,UT,Radiation Oncology,22,,,0,
2015,1891947164,GIBSON,KATHRYN,84112,Salt Lake City,Salt Lake,UT,Family Practice,22,,,,
2016,1942590724,DOLL,ELIZABETH,84113,Salt Lake City,Salt Lake,UT,Neuropsychiatry,22,0,0,0,
2015,1013924158,SUCH-NEIBAR,TERESA,84113,Salt Lake City,Salt Lake,UT,Pediatric Medicine,22,0,0,,
2015,1487744090,MACDONALD,JOEL,84113,Salt Lake City,Salt Lake,UT,Neurosurgery,22,13,0.5909,,
2015,1912316464,DELAHUNTY,SAM,84113,Salt Lake City,Salt Lake,UT,Student in an Organized Health Care Education/Training Program,22,,,,
2016,1619030095,NIELSEN,R.,84117,Salt Lake City,Salt Lake,UT,Dentist,22,,,0,
2015,1093817322,DUNCAN,BRIAN,84118,Salt Lake City,Salt Lake,UT,Dentist,22,,,,
2015,1831343292,STUCKI,ZACHARY,84119,Salt Lake City,Salt Lake,UT,Psychiatry,22,0,0,,
2015,1851450753,WINEGAR,TROY,84121,Salt Lake City,Salt Lake,UT,Dentist,22,,,,
2015,1891038873,ZIMMER,STEPHANIE,84121,Salt Lake City,Salt Lake,UT,Nurse Practitioner,22,0,0,,
2016,1871517094,YOUNG,JENNIFER,84123,Salt Lake City,Salt Lake,UT,Nurse Practitioner,22,0,0,0,
2015,1346395795,WHITTLE,SCOTT,84123,Salt Lake City,Salt Lake,UT,Psychiatry & Neurology,22,0,0,,
2015,1912947995,JACOBS,JOHN,84123,Salt Lake City,Salt Lake,UT,Diagnostic Radiology,22,,,,
2015,1174552863,RAFFIN,CELESTE,84124,Salt Lake City,Salt Lake,UT,Emergency Medicine,22,,,,
2016,1093100372,CONGER,AARON,84132,Salt Lake City,Salt Lake,UT,Physical Medicine and Rehabilitation,22,,,0,
2016,1386866572,MOORE,ANDREW,84132,Salt Lake City,Salt Lake,UT,Obstetrics & Gynecology,22,0,0,0,
2016,1437545902,WANGSGARSD,RICHARD,84132,Salt Lake City,Salt Lake,UT,Student in an Organized Health Care Education/Training Program,22,,,0,
2016,1639411929,SOWDER,JUSTIN,84132,Salt Lake City,Salt Lake,UT,Student in an Organized Health Care Education/Training Program,22,,,0,
2016,1699160465,BRENING,NICHOLAS,84132,Salt Lake City,Salt Lake,UT,Student in an Organized Health Care Education/Training Program,22,0,0,0,
2016,1891181764,PIACENZA,ERIC,84132,Salt Lake City,Salt Lake,UT,Anesthesiology,22,0,0,0,
2015,1235549692,KARAVAN,MAHSA,84132,Salt Lake City,Salt Lake,UT,Student in an Organized Health Care Education/Training Program,22,,,,
2015,1982785770,VINCENT,BRYAN,84132,Salt Lake City,Salt Lake,UT,Optometry,22,0,0,,
2015,1871675132,PITTMAN,JOEL,84143,Salt Lake City,Salt Lake,UT,Pulmonary Disease,22,0,0,,
2015,1457438475,CANELAS,ANN MARIE,84148,Salt Lake City,Salt Lake,UT,Internal Medicine,22,13,0.5909,,
2016,1225027857,SCHELLING,TRAVIS,84102,Salt Lake City,Salt Lake,UT,Physician Assistant,21,,,0,
2016,1437127735,BATSON,MARGARET,84102,Salt Lake City,Salt Lake,UT,Certified Nurse Midwife,21,0,0,0,
2016,1689629081,GROUNDLAND,JOHN,84102,Salt Lake City,Salt Lake,UT,Orthopaedic Surgery,21,,,0,
2015,1083739395,HAIR,BRADLEY,84102,Salt Lake City,Salt Lake,UT,Dentist,21,,,,
2015,1437189594,HEBERT,ANDREA,84102,Salt Lake City,Salt Lake,UT,Obstetrics/Gynecology,21,,,,
2015,1437395407,PEARSON,ERIK,84102,Salt Lake City,Salt Lake,UT,Student in an Organized Health Care Education/Training Program,21,20,0.9524,,
2015,1861411811,STEPHENS,FAYETTE,84102,Salt Lake City,Salt Lake,UT,Dentist,21,,,,
2015,1376657692,ANDERSON,ANGELA,84103,Salt Lake City,Salt Lake,UT,Certified Nurse Midwife,21,0,0,,
2015,1407889033,SHAH,AMRAPALI,84103,Salt Lake City,Salt Lake,UT,Pulmonary Disease,21,0,0,,
2015,1396892220,CORKERY,JOHN,84104,Salt Lake City,Salt Lake,UT,Family Practice,21,,,,
2016,1699904540,THEURER,DANIEL,84105,Salt Lake City,Salt Lake,UT,Dentist,21,,,0,
2016,1427027051,HUGHES,DENNIS,84107,Salt Lake City,Salt Lake,UT,Obstetrics/Gynecology,21,0,0,0,
2016,1700816667,DOTY,JOHN,84107,Salt Lake City,Salt Lake,UT,Cardiac Surgery,21,,,0,
2016,1720438633,CONLON,APRIL,84107,Salt Lake City,Salt Lake,UT,Nurse Practitioner,21,0,0,0,
2016,1891083374,DUNN,JEFFREY,84107,Salt Lake City,Salt Lake,UT,Nurse Practitioner,21,,,0,
2015,1295957108,PELTZ,GAYLE,84107,Salt Lake City,Salt Lake,UT,Family Practice,21,0,0,,
2015,1730390261,MARTIN,JOSEPH,84107,Salt Lake City,Salt Lake,UT,Optometry,21,0,0,,
2015,1750365193,MCHENRY,JOHN,84107,Salt Lake City,Salt Lake,UT,Internal Medicine,21,0,0,,
2016,1174813554,JUDSON,CHRISTOPHER,84108,Salt Lake City,Salt Lake,UT,Orthopedic Surgery,21,14,0.6667,0,0
2016,1922198514,WANG,ANGELA,84108,Salt Lake City,Salt Lake,UT,Hand Surgery,21,,,0,
2015,1104903897,BARTEL,ROXANNE,84108,Salt Lake City,Salt Lake,UT,Psychiatry,21,0,0,,
2015,1992037410,ORME,GEOFFREY,84108,Salt Lake City,Salt Lake,UT,Orthopaedic Surgery,21,0,0,,
2015,1184783318,SNYDER,MATTHEW,84109,Salt Lake City,Salt Lake,UT,Dentist,21,,,,
2015,1497069843,TAYLOR,DARRON,84109,Salt Lake City,Salt Lake,UT,Dentist,21,,,,
2015,1407105547,JOHNSON,ANTHONY,84111,Salt Lake City,Salt Lake,UT,Physician Assistant,21,17,0.8095,,
2016,1093070054,FRANDSEN,JONATHAN,84112,Salt Lake City,Salt Lake,UT,Radiation Oncology,21,,,,
2016,1689859407,COLONNA,SARAH,84112,Salt Lake City,Salt Lake,UT,Medical Oncology,21,0,0,0,
2016,1861643280,CARDON,MICHELLE,84112,Salt Lake City,Salt Lake,UT,Nurse Practitioner,21,0,0,0,
2016,1215101423,GREENE,DAYNA,84113,Salt Lake City,Salt Lake,UT,Nurse Practitioner,21,0,0,0,
2016,1992845697,PETKO,COLIN,84113,Salt Lake City,Salt Lake,UT,Pediatric Medicine,21,0,0,0,
2015,1215101423,GREENE,DAYNA,84113,Salt Lake City,Salt Lake,UT,Nurse Practitioner,21,,,,
2015,1396824868,O'BRIEN,ELIZABETH,84113,Salt Lake City,Salt Lake,UT,Pediatric Medicine,21,0,0,,
2015,1942389515,FILLOUX,FRANCIS,84113,Salt Lake City,Salt Lake,UT,Pediatric Medicine,21,0,0,,
2016,1376503730,KELLER,ROBERT,84115,Salt Lake City,Salt Lake,UT,Optometry,21,0,0,0,
2015,1194141911,ERICKSON,KERRI,84116,Salt Lake City,Salt Lake,UT,Family Practice,21,0,0,,
2015,1215131370,BAKER,GARRY,84118,Salt Lake City,Salt Lake,UT,Dentist,21,,,,
2015,1407896681,MAIO,JOSEPH,84118,Salt Lake City,Salt Lake,UT,Dentist,21,,,,
2015,1528045457,MILLER,SUSAN,84118,Salt Lake City,Salt Lake,UT,Nurse Practitioner,21,0,0,,
2015,1649424029,BOYACK,MICHAEL,84120,Salt Lake City,Salt Lake,UT,Dentist,21,,,,
2016,1417312604,MONTAGUE,SHANNON,84121,Salt Lake City,Salt Lake,UT,Nurse Practitioner,21,12,0.5714,0,0
2016,1558570770,BEALES,GEORGE,84121,Salt Lake City,Salt Lake,UT,Internal Medicine,21,0,0,0,
2015,1053492298,LIDDLE,STEPHEN,84121,Salt Lake City,Salt Lake,UT,Dentist,21,,,,
2015,1255562740,MEYER,DAVID,84121,Salt Lake City,Salt Lake,UT,Optometry,21,0,0,,
2016,1063462810,DEWEY,STEVEN,84123,Salt Lake City,Salt Lake,UT,Optometry,21,0,0,0,
2016,1831156371,ELGGREN,RICHARD,84123,Salt Lake City,Salt Lake,UT,Dentist,21,,,0,
2015,1144256660,FREER,GEORGE,84123,Salt Lake City,Salt Lake,UT,Dentist,21,0,0,,
2015,1851347959,HARKER,COLLEEN,84123,Salt Lake City,Salt Lake,UT,Diagnostic Radiology,21,,,,
2016,1093862088,KELLY,COLIN,84124,Salt Lake City,Salt Lake,UT,Specialist,21,0,0,0,
2016,1871751297,CAMPBELL,AMY,84124,Salt Lake City,Salt Lake,UT,Nurse Practitioner,21,0,0,0,
2015,1184807208,FRODSHAM,AARON,84124,Salt Lake City,Salt Lake,UT,Interventional Radiology,21,,,,
2015,1831120567,KURRUS,THOMAS,84124,Salt Lake City,Salt Lake,UT,Internal Medicine,21,0,0,,
2016,1306926209,TRAUSCHT-VAN HORN,JENNIFER,84132,Salt Lake City,Salt Lake,UT,Obstetrics & Gynecology,21,0,0,0,
2016,1649615980,CHEN,JENNWOOD,84132,Salt Lake City,Salt Lake,UT,Student in an Organized Health Care Education/Training Program,21,,,0,
2016,1801803630,VARGO,DANIEL,84132,Salt Lake City,Salt Lake,UT,Critical Care (Intensivists),21,16,0.7619,0,0
2016,1851314132,PENDLETON,ROBERT,84132,Salt Lake City,Salt Lake,UT,Internal Medicine,21,,,0,
2016,1861645087,MENACHO,SARAH,84132,Salt Lake City,Salt Lake,UT,Neurosurgery,21,,,0,
2016,1881042117,THORUP,DATUS,84132,Salt Lake City,Salt Lake,UT,Anesthesiology,21,,,,
2016,1922294651,MOORE,JILL,84132,Salt Lake City,Salt Lake,UT,Gastroenterology,21,0,0,0,
2015,1497707178,NIRULA,RAMINDER,84132,Salt Lake City,Salt Lake,UT,Critical Care (Intensivists),21,,,,
2015,1568606317,JENSEN,KIMBERLY,84132,Salt Lake City,Salt Lake,UT,Student in an Organized Health Care Education/Training Program,21,0,0,,
2015,1720376536,DUNCAN,CHRISTOPHER,84132,Salt Lake City,Salt Lake,UT,Physical Medicine and Rehabilitation,21,,,,
2015,1952720328,JONES,TREVOR,84134,Salt Lake City,Salt Lake,UT,Student in an Organized Health Care Education/Training Program,21,0,0,,
2016,1881653483,HAMMOND,MARY,84143,Salt Lake City,Salt Lake,UT,Pathology,21,0,0,0,
2015,1043316102,LEAMAN,HOWARD,84143,Salt Lake City,Salt Lake,UT,Sleep Medicine,21,0,0,,
2015,1083917355,DUROSS,JOHN,84157,Salt Lake City,Salt Lake,UT,Physician Assistant,21,13,0.619,,
2016,1861411811,STEPHENS,FAYETTE,84102,Salt Lake City,Salt Lake,UT,Dentist,20,,,0,
2016,1932307188,BARR,LUCY,84102,Salt Lake City,Salt Lake,UT,Otolaryngology,20,,,0,
2015,1447210513,ANTINORI,JAMES,84102,Salt Lake City,Salt Lake,UT,Emergency Medicine,20,,,,
2015,1467588442,BYNO,ASHLEY,84102,Salt Lake City,Salt Lake,UT,Obstetrics/Gynecology,20,,,,
2015,1780067561,MITCHELL,JESSICA,84102,Salt Lake City,Salt Lake,UT,Nurse Practitioner,20,0,0,,
2016,1316192321,WARD,DENISE,84103,Salt Lake City,Salt Lake,UT,Nurse Practitioner,20,,,0,
2016,1396892220,CORKERY,JOHN,84104,Salt Lake City,Salt Lake,UT,Family Practice,20,,,0,
2015,1346287265,VAN KOMEN,GEORGE,84105,Salt Lake City,Salt Lake,UT,Internal Medicine,20,0,0,,
2015,1063763928,NYE,DARLIECE,84106,Salt Lake City,Salt Lake,UT,Dentist,20,,,,
2015,1528261120,CAMERON,TODD,84106,Salt Lake City,Salt Lake,UT,Naturopath,20,0,0,,
2016,1558452102,BROCKBANK,HAROLD,84107,Salt Lake City,Salt Lake,UT,Dentist,20,,,0,
2016,1710925631,VAN BOERUM,DREW,84107,Salt Lake City,Salt Lake,UT,Orthopedic Surgery,20,,,0,
2015,1083658553,WARD,JEFFREY,84107,Salt Lake City,Salt Lake,UT,Dentist,20,,,,
2015,1174506554,WALL,JOHN,84107,Salt Lake City,Salt Lake,UT,Pediatric Medicine,20,0,0,,
2015,1750342564,ANDERSON,STUART,84107,Salt Lake City,Salt Lake,UT,Optometry,20,0,0,,
2016,1740621523,VEJERLA,KEERTHI,84108,Salt Lake City,Salt Lake,UT,Student in an Organized Health Care Education/Training Program,20,0,0,0,
2015,1568552164,GREIS,PATRICK,84108,Salt Lake City,Salt Lake,UT,Sports Medicine,20,12,0.6,,
2015,1578587895,ZAMRINI,EDWARD,84108,Salt Lake City,Salt Lake,UT,Neuropsychiatry,20,0,0,,
2015,1972557825,HUTCHINSON,DOUGLAS,84108,Salt Lake City,Salt Lake,UT,Hand Surgery,20,,,,
2016,1386664753,THOMAS,ALLAN,84109,Salt Lake City,Salt Lake,UT,Dentist,20,0,0,0,
2016,1043300668,PETZOLD,TRICIA,84112,Salt Lake City,Salt Lake,UT,Family Practice,20,,,0,
2015,1053731356,ORTON,ANDREW,84112,Salt Lake City,Salt Lake,UT,Student in an Organized Health Care Education/Training Program,20,,,,
2015,1215027800,BURCH,PHILLIP,84113,Salt Lake City,Salt Lake,UT,Thoracic Surgery,20,0,0,,
2016,1710215835,ELROD,AMANDA,84115,Salt Lake City,Salt Lake,UT,Physician Assistant,20,0,0,0,
2016,1710242235,YATES,BRETON,84117,Salt Lake City,Salt Lake,UT,Dermatology,20,0,0,0,
2015,1669590659,POULSON,DANIEL,84117,Salt Lake City,Salt Lake,UT,Dentist,20,,,,
2015,1740235035,CHENEY,JESS,84117,Salt Lake City,Salt Lake,UT,Dentist,20,0,0,,
2015,1750444949,ORMSBY,DANIEL,84117,Salt Lake City,Salt Lake,UT,Dentist,20,,,,
2015,1558570770,BEALES,GEORGE,84121,Salt Lake City,Salt Lake,UT,Internal Medicine,20,,,,
2015,1972710390,LAURO,LAWRENCE,84121,Salt Lake City,Salt Lake,UT,Family Practice,20,0,0,,
2016,1023086444,HORVATH,SUSAN,84124,Salt Lake City,Salt Lake,UT,Obstetrics & Gynecology,20,,,0,
2016,1407045396,JAIN,PRIYANK,84124,Salt Lake City,Salt Lake,UT,Internal Medicine,20,0,0,0,
2015,1013056357,FAIRBANKS,GRANT,84124,Salt Lake City,Salt Lake,UT,Plastic and Reconstructive Surgery,20,,,,
2015,1275540585,HALVERSEN,R,84124,Salt Lake City,Salt Lake,UT,General Surgery,20,0,0,,
2015,1861531105,FAIRBANKS,GRANT,84124,Salt Lake City,Salt Lake,UT,Plastic Surgery,20,,,,
2015,1962449306,HEUBUSCH,DIANE,84124,Salt Lake City,Salt Lake,UT,Certified Nurse Midwife,20,0,0,,
2016,1710319298,WELLS,LAUREN,84129,Salt Lake City,Salt Lake,UT,Dentist,20,0,0,0,
2016,1306978960,AGARWAL,CORI,84132,Salt Lake City,Salt Lake,UT,Pediatric Medicine,20,,,0,
2016,1316115082,JONES,BARBARA,84132,Salt Lake City,Salt Lake,UT,Internal Medicine,20,,,0,
2016,1386734994,MASI-LYNCH,JOANNA,84132,Salt Lake City,Salt Lake,UT,Physician Assistant,20,,,0,
2016,1457663478,HOSEIN,RAYAAD,84132,Salt Lake City,Salt Lake,UT,Student in an Organized Health Care Education/Training Program,20,12,0.6,0,0
2016,1629411335,LINSTROTH,LAURA,84132,Salt Lake City,Salt Lake,UT,Student in an Organized Health Care Education/Training Program,20,,,0,
2016,1669714226,MERRIMAN,JOSEPH,84132,Salt Lake City,Salt Lake,UT,Student in an Organized Health Care Education/Training Program,20,,,0,
2016,1720167299,WANNER,NATHAN,84132,Salt Lake City,Salt Lake,UT,Internal Medicine,20,,,0,
2016,1831475748,KUSHMAN,LANGLEY,84132,Salt Lake City,Salt Lake,UT,Physician Assistant,20,,,0,
2016,1841428083,RAMASUBRAMANIAN,APARNA,84132,Salt Lake City,Salt Lake,UT,Ophthalmology,20,,,0,
2016,1881071041,BRADLEY,SEAN,84132,Salt Lake City,Salt Lake,UT,Student in an Organized Health Care Education/Training Program,20,0,0,0,
2016,1962592576,KRAISS,LARRY,84132,Salt Lake City,Salt Lake,UT,Vascular Surgery,20,,,0,
2016,1962810283,SANDOVAL,LISA,84132,Salt Lake City,Salt Lake,UT,Physician Assistant,20,,,0,
2015,1194796201,CARBONE,PAUL,84132,Salt Lake City,Salt Lake,UT,Psychiatry,20,0,0,,
2015,1447376629,PULST,STEFAN,84132,Salt Lake City,Salt Lake,UT,Neurology,20,0,0,,
2015,1457417271,DERMISH,AMNA,84132,Salt Lake City,Salt Lake,UT,Obstetrics/Gynecology,20,,,,
2015,1518301514,NEILL,SARAH,84132,Salt Lake City,Salt Lake,UT,Student in an Organized Health Care Education/Training Program,20,,,,
2015,1578965133,SMITH,ERIN,84132,Salt Lake City,Salt Lake,UT,Physician Assistant,20,15,0.75,,
2015,1588985014,CUSHMAN,DANIEL,84132,Salt Lake City,Salt Lake,UT,Physical Medicine and Rehabilitation,20,13,0.65,,
2015,1710131743,PITTMAN,JESSICA,84132,Salt Lake City,Salt Lake,UT,Obstetrics/Gynecology,20,0,0,,
2015,1205938958,MORRIS,BRADLEY,84143,Salt Lake City,Salt Lake,UT,Physician Assistant,20,,,,
2015,1306124011,LEWIS-CAPORAL,JESSICA,84148,Salt Lake City,Salt Lake,UT,Nurse Practitioner,20,0,0,,
2015,1013149368,VITEK,DAGMAR,84190,Salt Lake City,Salt Lake,UT,Community Health Worker,20,0,0,,
2016,1689713497,BYE,WALTER,84101,Salt Lake City,Salt Lake,UT,Dentist,19,0,0,0,
2015,1689713497,BYE,WALTER,84101,Salt Lake City,Salt Lake,UT,Dentist,19,,,,
2016,1194701920,ENGELBERT-FENTON,MICHAEL,84102,Salt Lake City,Salt Lake,UT,Physician Assistant,19,0,0,0,
2015,1497856868,RICHARDS,ROBERT,84102,Salt Lake City,Salt Lake,UT,Dentist,19,,,,
2015,1730571126,ROBERTS,JULIE,84102,Salt Lake City,Salt Lake,UT,Nurse Practitioner,19,,,,
2016,1346690799,GROVER,CRYSTAL,84106,Salt Lake City,Salt Lake,UT,Nurse Practitioner,19,0,0,0,
2016,1619910841,HURWITZ,KENNETH,84106,Salt Lake City,Salt Lake,UT,Physical Medicine and Rehabilitation,19,0,0,0,
2015,1174615181,SINGH,RABINDRANATH,84106,Salt Lake City,Salt Lake,UT,Emergency Medicine,19,0,0,,
2015,1306951975,MADDOCK,ROBERT,84106,Salt Lake City,Salt Lake,UT,Internal Medicine,19,0,0,,
2015,1700038528,HEYES,EDWARD,84106,Salt Lake City,Salt Lake,UT,Specialist,19,0,0,,
2016,1023467800,NORTON,MARIESA,84107,Salt Lake City,Salt Lake,UT,Physician Assistant,19,0,0,0,
2016,1366640153,FERGUSON,ROBERT,84107,Salt Lake City,Salt Lake,UT,Plastic and Reconstructive Surgery,19,,,0,
2016,1932353380,SOUTHERLAND,ANDREA,84107,Salt Lake City,Salt Lake,UT,Nurse Practitioner,19,0,0,0,
2015,1649429887,STOWE,AMY,84107,Salt Lake City,Salt Lake,UT,Nurse Practitioner,19,,,,
2015,1841599172,MAGLEBY,BRUCE,84107,Salt Lake City,Salt Lake,UT,Dentist,19,0,0,,
2016,1972557825,HUTCHINSON,DOUGLAS,84108,Salt Lake City,Salt Lake,UT,Hand Surgery,19,,,0,
2015,1386637940,TOTH,ROBERT,84108,Salt Lake City,Salt Lake,UT,Physician Assistant,19,,,,
2015,1952327173,FISHER,SIMON,84108,Salt Lake City,Salt Lake,UT,Endocrinology,19,0,0,,
2016,1104970276,SCHNEIDER,ROBERT,84111,Salt Lake City,Salt Lake,UT,Physical Medicine and Rehabilitation,19,0,0,0,
2015,1033209622,BURT,RANDALL,84112,Salt Lake City,Salt Lake,UT,Internal Medicine,19,0,0,,
2015,1689859407,COLONNA,SARAH,84112,Salt Lake City,Salt Lake,UT,Medical Oncology,19,,,,
2015,1306925979,COULTER,DAVID,84113,Salt Lake City,Salt Lake,UT,Pediatric Medicine,19,0,0,,
2015,1205085412,SMITH,GEORGE,84117,Salt Lake City,Salt Lake,UT,Psychiatry & Neurology,19,0,0,,
2015,1467491373,O'DONOGHUE,BRUCE,84118,Salt Lake City,Salt Lake,UT,Dentist,19,,,,
2016,1184077075,HEANEY,BOBBI,84119,Salt Lake City,Salt Lake,UT,Nurse Practitioner,19,0,0,0,
2015,1558493924,PACKER,CHIPMAN,84119,Salt Lake City,Salt Lake,UT,Dentist,19,,,,
2015,1952491540,EDWARDS,HANNAH,84119,Salt Lake City,Salt Lake,UT,Preventive Medicine,19,15,0.7895,,
2015,1194844696,BIGELOW,DON,84121,Salt Lake City,Salt Lake,UT,Dentist,19,,,,
2016,1285716902,BLANCO,DAVID,84123,Salt Lake City,Salt Lake,UT,Dentist,19,,,0,
2016,1104818442,VICKROY,JOSEPH,84124,Salt Lake City,Salt Lake,UT,Neurology,19,,,0,
2016,1275563397,VAN DER WERF,WILLEM,84124,Salt Lake City,Salt Lake,UT,General Surgery,19,,,0,
2016,1306940713,WATON,MICHAEL,84124,Salt Lake City,Salt Lake,UT,Dentist,19,,,0,
2015,1013989235,BENNETT,STEPHEN,84124,Salt Lake City,Salt Lake,UT,Specialist,19,0,0,,
2015,1699914267,BALDWIN,GEORGE,84124,Salt Lake City,Salt Lake,UT,Diagnostic Radiology,19,0,0,,
2016,1043552110,MITCHELL,JOSHUA,84132,Salt Lake City,Salt Lake,UT,Psychiatry & Neurology,19,0,0,0,
2016,1053522896,PARKER,CRAIG,84132,Salt Lake City,Salt Lake,UT,CRNA,19,0,0,0,
2016,1114052248,VUKIN,MATTHEW,84132,Salt Lake City,Salt Lake,UT,Psychiatry & Neurology,19,0,0,0,
2016,1417342924,PATEL,DARSHAN,84132,Salt Lake City,Salt Lake,UT,Urology,19,,,0,
2016,1508246844,VIETOR,BROOK,84132,Salt Lake City,Salt Lake,UT,Nurse Practitioner,19,,,0,
2016,1518169572,COPE,AUSTIN,84132,Salt Lake City,Salt Lake,UT,Student in an Organized Health Care Education/Training Program,19,,,0,
2016,1578965133,SMITH,ERIN,84132,Salt Lake City,Salt Lake,UT,Physician Assistant,19,,,0,
2016,1659461267,MARSHALL,CHARLES,84132,Salt Lake City,Salt Lake,UT,Pathology,19,,,0,
2016,1699160598,SLACK,SEAN,84132,Salt Lake City,Salt Lake,UT,Student in an Organized Health Care Education/Training Program,19,,,0,
2016,1770858821,EGGEBROTEN,JENNIFER,84132,Salt Lake City,Salt Lake,UT,Obstetrics & Gynecology,19,,,0,
2016,1821409616,EYE,EMILY,84132,Salt Lake City,Salt Lake,UT,Student in an Organized Health Care Education/Training Program,19,,,0,
2015,1215374772,BEGUWALA,SANAA,84132,Salt Lake City,Salt Lake,UT,Student in an Organized Health Care Education/Training Program,19,,,,
2015,1225282395,DORAIS,JESSICA,84132,Salt Lake City,Salt Lake,UT,Obstetrics/Gynecology,19,0,0,,
2016,1750394268,CHRISTENSEN,ROBERT,84143,Salt Lake City,Salt Lake,UT,Pediatric Medicine,19,0,0,0,
2016,1134198633,VINEGRA,CHRISTOPHER,84148,Salt Lake City,Salt Lake,UT,Psychiatry,19,0,0,0,
2016,1114065893,COLE,BOYD,84102,Salt Lake City,Salt Lake,UT,Plastic and Reconstructive Surgery,18,,,0,
2016,1447210513,ANTINORI,JAMES,84102,Salt Lake City,Salt Lake,UT,Emergency Medicine,18,,,0,
2015,1437422995,ROBERTSON,BRENT,84102,Salt Lake City,Salt Lake,UT,Specialist,18,0,0,,
2015,1518190628,FRENETTE,JULIE,84102,Salt Lake City,Salt Lake,UT,Certified Nurse Midwife,18,0,0,,
2015,1528015948,GARDINER,ARTHUR,84102,Salt Lake City,Salt Lake,UT,Pediatric Medicine,18,0,0,,
2015,1578615076,CHRISTENSEN,DAVID,84102,Salt Lake City,Salt Lake,UT,Dentist,18,,,,
2015,1154497006,OGILVIE,JAMES,84103,Salt Lake City,Salt Lake,UT,Orthopaedic Surgery,18,0,0,,
2015,1316915432,MAYER,DEAN,84103,Salt Lake City,Salt Lake,UT,Internal Medicine,18,,,,
2015,1942508619,RICHARDS,CHARLES,84103,Salt Lake City,Salt Lake,UT,Pediatric Medicine,18,0,0,,
2016,1982829933,BARNES,RICHARD,84105,Salt Lake City,Salt Lake,UT,Dentist,18,,,0,
2016,1508122755,LAGANA,JACQUELINE,84106,Salt Lake City,Salt Lake,UT,Certified Nurse Midwife,18,0,0,0,
2016,1154315521,LEE,LORIE,84107,Salt Lake City,Salt Lake,UT,Physician Assistant,18,0,0,0,
2016,1164899936,GERALI,BRITTANY,84107,Salt Lake City,Salt Lake,UT,Physician Assistant,18,,,0,
2016,1508008905,PARRETT,AMELIA,84107,Salt Lake City,Salt Lake,UT,Obstetrics & Gynecology,18,0,0,0,
2016,1700023348,SULLIVAN,MARK,84107,Salt Lake City,Salt Lake,UT,Physician Assistant,18,,,0,
2015,1023015260,STINSON,JAMES,84107,Salt Lake City,Salt Lake,UT,Specialist,18,0,0,,
2015,1427027051,HUGHES,DENNIS,84107,Salt Lake City,Salt Lake,UT,Obstetrics/Gynecology,18,0,0,,
2015,1821276668,SCHIFFERN,ALISON,84108,Salt Lake City,Salt Lake,UT,Orthopaedic Surgery,18,,,,
2015,1841587771,BROWN,ALAN,84108,Salt Lake City,Salt Lake,UT,Pathology,18,0,0,,
2016,1073699039,COONEY,KATHLEEN,84112,Salt Lake City,Salt Lake,UT,Medical Oncology,18,0,0,0,
2016,1831480771,KINSEY,CONAN,84112,Salt Lake City,Salt Lake,UT,Student in an Organized Health Care Education/Training Program,18,,,,
2015,1043454309,PAGE,BRANDI,84112,Salt Lake City,Salt Lake,UT,Radiation Oncology,18,,,,
2016,1043399611,SIMON,KIRK,84113,Salt Lake City,Salt Lake,UT,Pediatric Medicine,18,0,0,0,
2016,1265522858,COULDWELL,WILLIAM,84113,Salt Lake City,Salt Lake,UT,Neurosurgery,18,,,0,
